title	authors	url	session
Learning to Generalize in Heterogeneous Federated Networks.	Cen Chen, Tiandi Ye, Li Wang, Ming Gao	https://doi.org/10.1145/3511808.3557378	CIKM'22 Full Papers
Learn Basic Skills and Reuse: Modularized Adaptive Neural Architecture Search (MANAS).	Hanxiong Chen, Yunqi Li, He Zhu, Yongfeng Zhang	https://doi.org/10.1145/3511808.3557385	CIKM'22 Full Papers
Enhancing User Behavior Sequence Modeling by Generative Tasks for Session Search.	Haonan Chen, Zhicheng Dou, Yutao Zhu, Zhao Cao, Xiaohua Cheng, Ji-Rong Wen	https://doi.org/10.1145/3511808.3557310	CIKM'22 Full Papers
CorpusBrain: Pre-train a Generative Retrieval Model for Knowledge-Intensive Language Tasks.	Jiangui Chen, Ruqing Zhang, Jiafeng Guo, Yiqun Liu, Yixing Fan, Xueqi Cheng	https://doi.org/10.1145/3511808.3557271	CIKM'22 Full Papers
Towards Self-supervised Learning on Graphs with Heterophily.	Jingfan Chen, Guanghui Zhu, Yifan Qi, Chunfeng Yuan, Yihua Huang	https://doi.org/10.1145/3511808.3557478	CIKM'22 Full Papers
Time Lag Aware Sequential Recommendation.	Lihua Chen, Ning Yang, Philip S. Yu	https://doi.org/10.1145/3511808.3557473	CIKM'22 Full Papers
GCF-RD: A Graph-based Contrastive Framework for Semi-Supervised Learning on Relational Databases.	Runjin Chen, Tong Li, Yanyan Shen, Luyu Qiu, Kaidi Li, Caleb Chen Cao	https://doi.org/10.1145/3511808.3557331	CIKM'22 Full Papers
Task Publication Time Recommendation in Spatial Crowdsourcing.	Xuanlei Chen, Yan Zhao, Kai Zheng	https://doi.org/10.1145/3511808.3557466	CIKM'22 Full Papers
Efficient Second-Order Optimization for Neural Networks with Kernel Machines.	Yawen Chen, Yile Chen, Jian Chen, Zeyi Wen, Jin Huang	https://doi.org/10.1145/3511808.3557307	CIKM'22 Full Papers
ReLAX: Reinforcement Learning Agent Explainer for Arbitrary Predictive Models.	Ziheng Chen, Fabrizio Silvestri, Jia Wang, He Zhu, Hongshik Ahn, Gabriele Tolomei	https://doi.org/10.1145/3511808.3557429	CIKM'22 Full Papers
Explainable Link Prediction in Knowledge Hypergraphs.	Zirui Chen, Xin Wang, Chenxu Wang, Jianxin Li	https://doi.org/10.1145/3511808.3557316	CIKM'22 Full Papers
SpaDE: Improving Sparse Representations using a Dual Document Encoder for First-stage Retrieval.	Eunseong Choi, Sunkyung Lee, Minjin Choi, Hyeseon Ko, Young-In Song, Jongwuk Lee	https://doi.org/10.1145/3511808.3557456	CIKM'22 Full Papers
Finding Heterophilic Neighbors via Confidence-based Subgraph Matching for Semi-supervised Node Classification.	Yoonhyuk Choi, Jiho Choi, Taewook Ko, Hyungho Byun, Chong-Kwon Kim	https://doi.org/10.1145/3511808.3557324	CIKM'22 Full Papers
Review-Based Domain Disentanglement without Duplicate Users or Contexts for Cross-Domain Recommendation.	Yoonhyuk Choi, Jiho Choi, Taewook Ko, Hyungho Byun, Chong-Kwon Kim	https://doi.org/10.1145/3511808.3557434	CIKM'22 Full Papers
An Empirical Study on How People Perceive AI-generated Music.	Hyeshin Chu, Joohee Kim, Seongouk Kim, Hongkyu Lim, Hyunwook Lee, Seungmin Jin, Jongeun Lee, Taehwan Kim, Sungahn Ko	https://doi.org/10.1145/3511808.3557235	CIKM'22 Full Papers
AutoXAI: A Framework to Automatically Select the Most Adapted XAI Solution.	Robin Cugny, Julien Aligon, Max Chevalier, Geoffrey Roman-Jimenez, Olivier Teste	https://doi.org/10.1145/3511808.3557247	CIKM'22 Full Papers
Meta-Path-based Fake News Detection Leveraging Multi-level Social Context Information.	Jian Cui, Kwanwoo Kim, Seung Ho Na, Seungwon Shin	https://doi.org/10.1145/3511808.3557394	CIKM'22 Full Papers
Inductive Knowledge Graph Reasoning for Multi-batch Emerging Entities.	Yuanning Cui, Yuxin Wang, Zequn Sun, Wenqiang Liu, Yiqiao Jiang, Kexin Han, Wei Hu	https://doi.org/10.1145/3511808.3557361	CIKM'22 Full Papers
Scaling Up Maximal k-plex Enumeration.	Qiangqiang Dai, Rong-Hua Li, Hongchao Qin, Meihao Liao, Guoren Wang	https://doi.org/10.1145/3511808.3557444	CIKM'22 Full Papers
When Should We Use Linear Explanations?	Julien Delaunay, Luis Galárraga, Christine Largouët	https://doi.org/10.1145/3511808.3557489	CIKM'22 Full Papers
Efficient Trajectory Similarity Computation with Contrastive Learning.	Liwei Deng, Yan Zhao, Zidan Fu, Hao Sun, Shuncheng Liu, Kai Zheng	https://doi.org/10.1145/3511808.3557308	CIKM'22 Full Papers
Weakly-Supervised Online Hashing with Refined Pseudo Tags.	Chen-Lu Ding, Xin Luo, Xiao-Ming Wu, Yu-Wei Zhan, Rui Li, Hui Zhang, Xin-Shun Xu	https://doi.org/10.1145/3511808.3557488	CIKM'22 Full Papers
GDOD: Effective Gradient Descent using Orthogonal Decomposition for Multi-Task Learning.	Xin Dong, Ruize Wu, Chao Xiong, Hai Li, Lei Cheng, Yong He, Shiyou Qian, Jian Cao, Linjian Mo	https://doi.org/10.1145/3511808.3557333	CIKM'22 Full Papers
Contrastive Learning with Bidirectional Transformers for Sequential Recommendation.	Hanwen Du, Hui Shi, Pengpeng Zhao, Deqing Wang, Victor S. Sheng, Yanchi Liu, Guanfeng Liu, Lei Zhao	https://doi.org/10.1145/3511808.3557266	CIKM'22 Full Papers
Optimal Action Space Search: An Effective Deep Reinforcement Learning Method for Algorithmic Trading.	Zhongjie Duan, Cen Chen, Dawei Cheng, Yuqi Liang, Weining Qian	https://doi.org/10.1145/3511808.3557412	CIKM'22 Full Papers
Inferring Sensitive Attributes from Model Explanations.	Vasisht Duddu, Antoine Boutet	https://doi.org/10.1145/3511808.3557362	CIKM'22 Full Papers
Higher-order Clustering and Pooling for Graph Neural Networks.	Alexandre Duval, Fragkiskos D. Malliaros	https://doi.org/10.1145/3511808.3557353	CIKM'22 Full Papers
Federated K-Private Set Intersection.	Ahmed Roushdy Elkordy, Yahya H. Ezzeldin, Salman Avestimehr	https://doi.org/10.1145/3511808.3557321	CIKM'22 Full Papers
Detecting Significant Differences Between Information Retrieval Systems via Generalized Linear Models.	Guglielmo Faggioli, Nicola Ferro, Norbert Fuhr	https://doi.org/10.1145/3511808.3557286	CIKM'22 Full Papers
Risk-Aware Bid Optimization for Online Display Advertisement.	Rui Fan, Erick Delage	https://doi.org/10.1145/3511808.3557436	CIKM'22 Full Papers
Smart Contract Scams Detection with Topological Data Analysis on Account Interaction.	Shuhui Fan, Shaojing Fu, Yuchuan Luo, Haoran Xu, Xuyun Zhang, Ming Xu	https://doi.org/10.1145/3511808.3557454	CIKM'22 Full Papers
MonitorLight: Reinforcement Learning-based Traffic Signal Control Using Mixed Pressure Monitoring.	Zekuan Fang, Fan Zhang, Ting Wang, Xiang Lian, Mingsong Chen	https://doi.org/10.1145/3511808.3557400	CIKM'22 Full Papers
Few-Shot Relational Triple Extraction with Perspective Transfer Network.	Junbo Fei, Weixin Zeng, Xiang Zhao, Xuanyi Li, Weidong Xiao	https://doi.org/10.1145/3511808.3557323	CIKM'22 Full Papers
Aries: Accurate Metric-based Representation Learning for Fast Top-k Trajectory Similarity Query.	Chunhui Feng, Zhicheng Pan, Junhua Fang, Jiajie Xu, Pengpeng Zhao, Lei Zhao	https://doi.org/10.1145/3511808.3557239	CIKM'22 Full Papers
MGMAE: Molecular Representation Learning by Reconstructing Heterogeneous Graphs with A High Mask Ratio.	Jinjia Feng, Zhen Wang, Yaliang Li, Bolin Ding, Zhewei Wei, Hongteng Xu	https://doi.org/10.1145/3511808.3557395	CIKM'22 Full Papers
GraTO: Graph Neural Network Framework Tackling Over-smoothing with Neural Architecture Search.	Xinshun Feng, Herun Wan, Shangbin Feng, Hongrui Wang, Qinghua Zheng, Jun Zhou, Minnan Luo	https://doi.org/10.1145/3511808.3557337	CIKM'22 Full Papers
DP-HORUS: Differentially Private Hierarchical Count Histograms under Untrusted Server.	Congcong Fu, Hui Li, Jian Lou, Jiangtao Cui	https://doi.org/10.1145/3511808.3557295	CIKM'22 Full Papers
KuaiRec: A Fully-observed Dataset and Insights for Evaluating Recommender Systems.	Chongming Gao, Shijun Li, Wenqiang Lei, Jiawei Chen, Biao Li, Peng Jiang, Xiangnan He, Jiaxin Mao, Tat-Seng Chua	https://doi.org/10.1145/3511808.3557220	CIKM'22 Full Papers
Consistent, Balanced, and Overlapping Label Trees for Extreme Multi-label Learning.	Zhiqi Ge, Yuanyuan Guan, Ximing Li, Bo Fu	https://doi.org/10.1145/3511808.3557261	CIKM'22 Full Papers
PromptORE - A Novel Approach Towards Fully Unsupervised Relation Extraction.	Pierre-Yves Genest, Pierre-Edouard Portier, Elöd Egyed-Zsigmond, Laurent-Walter Goix	https://doi.org/10.1145/3511808.3557422	CIKM'22 Full Papers
Modeling Dynamic Heterogeneous Graph and Node Importance for Future Citation Prediction.	Hao Geng, Deqing Wang, Fuzhen Zhuang, Xuehua Ming, Chenguang Du, Ting Jiang, Haolong Guo, Rui Liu	https://doi.org/10.1145/3511808.3557398	CIKM'22 Full Papers
Robust Recurrent Classifier Chains for Multi-Label Learning with Missing Labels.	Walter Gerych, Thomas Hartvigsen, Luke Buquicchio, Emmanuel Agu, Elke A. Rundensteiner	https://doi.org/10.1145/3511808.3557438	CIKM'22 Full Papers
Spatio-temporal Trajectory Learning using Simulation Systems.	Daniel Glake, Fabian Panse, Ulfia Lenfers, Thomas Clemen, Norbert Ritter	https://doi.org/10.1145/3511808.3557457	CIKM'22 Full Papers
Gromov-Wasserstein Multi-modal Alignment and Clustering.	Fengjiao Gong, Yuzhou Nie, Hongteng Xu	https://doi.org/10.1145/3511808.3557339	CIKM'22 Full Papers
ITSM-GCN: Informative Training Sample Mining for Graph Convolutional Network-based Collaborative Filtering.	Kaiqi Gong, Xiao Song, Senzhang Wang, Songsong Liu, Yong Li	https://doi.org/10.1145/3511808.3557368	CIKM'22 Full Papers
Evolutionary Preference Learning via Graph Nested GRU ODE for Session-based Recommendation.	Jiayan Guo, Peiyan Zhang, Chaozhuo Li, Xing Xie, Yan Zhang, Sunghun Kim	https://doi.org/10.1145/3511808.3557314	CIKM'22 Full Papers
Learning Hypersphere for Few-shot Anomaly Detection on Attributed Networks.	Qiuyu Guo, Xiang Zhao, Yang Fang, Shiyu Yang, Xuemin Lin, Dian Ouyang	https://doi.org/10.1145/3511808.3557377	CIKM'22 Full Papers
KiCi: A Knowledge Importance Based Class Incremental Learning Method for Wearable Activity Recognition.	Shuai Guo, Yang Gu, Shijie Wen, Yuan Ma, Yiqiang Chen, Jiwei Wang, Chunyu Hu	https://doi.org/10.1145/3511808.3557371	CIKM'22 Full Papers
Bootstrap-based Causal Structure Learning.	Xianjie Guo, Yujie Wang, Xiaoling Huang, Shuai Yang, Kui Yu	https://doi.org/10.1145/3511808.3557249	CIKM'22 Full Papers
RAGUEL: Recourse-Aware Group Unfairness Elimination.	Aparajita Haldar, Teddy Cunningham, Hakan Ferhatosmanoglu	https://doi.org/10.1145/3511808.3557424	CIKM'22 Full Papers
Multi-Aggregator Time-Warping Heterogeneous Graph Neural Network for Personalized Micro-Video Recommendation.	Jinkun Han, Wei Li, Zhipeng Cai, Yingshu Li	https://doi.org/10.1145/3511808.3557403	CIKM'22 Full Papers
Rethinking Conversational Recommendations: Is Decision Tree All You Need?	A S. M. Ahsan-Ul-Haque, Hongning Wang	https://doi.org/10.1145/3511808.3557433	CIKM'22 Full Papers
Stop&Hop: Early Classification of Irregular Time Series.	Thomas Hartvigsen, Walter Gerych, Jidapa Thadajarassiri, Xiangnan Kong, Elke A. Rundensteiner	https://doi.org/10.1145/3511808.3557460	CIKM'22 Full Papers
Change Detection for Local Explainability in Evolving Data Streams.	Johannes Haug, Alexander Braun, Stefan Zürn, Gjergji Kasneci	https://doi.org/10.1145/3511808.3557257	CIKM'22 Full Papers
Modeling Diverse Chemical Reactions for Single-step Retrosynthesis via Discrete Latent Variables.	Huarui He, Jie Wang, Yunfei Liu, Feng Wu	https://doi.org/10.1145/3511808.3557397	CIKM'22 Full Papers
AutoMARS: Searching to Compress Multi-Modality Recommendation Systems.	Duc Hoang, Haotao Wang, Handong Zhao, Ryan A. Rossi, Sungchul Kim, Kanak Mahadik, Zhangyang Wang	https://doi.org/10.1145/3511808.3557242	CIKM'22 Full Papers
Introducing Neural Bag of Whole-Words with ColBERTer: Contextualized Late Interactions using Enhanced Reduction.	Sebastian Hofstätter, Omar Khattab, Sophia Althammer, Mete Sertkan, Allan Hanbury	https://doi.org/10.1145/3511808.3557367	CIKM'22 Full Papers
Prediction-based One-shot Dynamic Parking Pricing.	Seoyoung Hong, Heejoo Shin, Jeongwhan Choi, Noseong Park	https://doi.org/10.1145/3511808.3557421	CIKM'22 Full Papers
Can We Have Both Fish and Bear's Paw?: Improving Performance, Reliability, and both of them for Relation Extraction under Label Shift.	Yu Hong, Zhixu Li, Jianfeng Qu, Jiaqing Liang, Yi Luo, Miyu Zhang, Yanghua Xiao, Wei Wang	https://doi.org/10.1145/3511808.3557251	CIKM'22 Full Papers
One Rating to Rule Them All?: Evidence of Multidimensionality in Human Assessment of Topic Labeling Quality.	Amin Hosseiny Marani, Joshua Levine, Eric P. S. Baumer	https://doi.org/10.1145/3511808.3557410	CIKM'22 Full Papers
Cross-Domain Aspect Extraction using Transformers Augmented with Knowledge Graphs.	Phillip Howard, Arden Ma, Vasudev Lal, Ana Paula Simães, Daniel Korat, Oren Pereg, Moshe Wasserblat, Gadi Singer	https://doi.org/10.1145/3511808.3557275	CIKM'22 Full Papers
Memory Bank Augmented Long-tail Sequential Recommendation.	Yidan Hu, Yong Liu, Chunyan Miao, Yuan Miao	https://doi.org/10.1145/3511808.3557391	CIKM'22 Full Papers
An Uncertainty-Aware Imputation Framework for Alleviating the Sparsity Problem in Collaborative Filtering.	Sunghyun Hwang, Dong-Kyu Chae	https://doi.org/10.1145/3511808.3557236	CIKM'22 Full Papers
Beyond Learning from Next Item: Sequential Recommendation via Personalized Interest Sustainability.	Dongmin Hyun, Chanyoung Park, Junsu Cho, Hwanjo Yu	https://doi.org/10.1145/3511808.3557415	CIKM'22 Full Papers
Discovering Fine-Grained Semantics in Knowledge Graph Relations.	Nitisha Jain, Ralf Krestel	https://doi.org/10.1145/3511808.3557287	CIKM'22 Full Papers
Accurate Action Recommendation for Smart Home via Two-Level Encoders and Commonsense Knowledge.	Hyunsik Jeon, Jongjin Kim, Hoyoung Yoon, Jaeri Lee, U Kang	https://doi.org/10.1145/3511808.3557226	CIKM'22 Full Papers
Diverse Effective Relationship Exploration for Cooperative Multi-Agent Reinforcement Learning.	Hao Jiang, Yuntao Liu, Shengze Li, Jieyuan Zhang, Xinhai Xu, Donghong Liu	https://doi.org/10.1145/3511808.3557292	CIKM'22 Full Papers
Estimating Causal Effects on Networked Observational Data via Representation Learning.	Song Jiang, Yizhou Sun	https://doi.org/10.1145/3511808.3557311	CIKM'22 Full Papers
Towards Federated Learning against Noisy Labels via Local Self-Regularization.	Xuefeng Jiang, Sheng Sun, Yuwei Wang, Min Liu	https://doi.org/10.1145/3511808.3557475	CIKM'22 Full Papers
Multi-Scale User Behavior Network for Entire Space Multi-Task Learning.	Jiarui Jin, Xianyu Chen, Weinan Zhang, Yuanbo Chen, Zaifan Jiang, Zekun Zhu, Zhewen Su, Yong Yu	https://doi.org/10.1145/3511808.3557405	CIKM'22 Full Papers
Extracting Drug-drug Interactions from Biomedical Texts using Knowledge Graph Embeddings and Multi-focal Loss.	Xin Jin, Xia Sun, Jiacheng Chen, Richard F. E. Sutcliffe	https://doi.org/10.1145/3511808.3557318	CIKM'22 Full Papers
X-GOAL: Multiplex Heterogeneous Graph Prototypical Contrastive Learning.	Baoyu Jing, Shengyu Feng, Yuejia Xiang, Xi Chen, Yu Chen, Hanghang Tong	https://doi.org/10.1145/3511808.3557490	CIKM'22 Full Papers
Can Adversarial Training benefit Trajectory Representation?: An Investigation on Robustness for Trajectory Similarity Computation.	Quanliang Jing, Shuo Liu, Xinxin Fan, Jingwei Li, Di Yao, Baoli Wang, Jingping Bi	https://doi.org/10.1145/3511808.3557250	CIKM'22 Full Papers
Efficient Optimization of Dominant Set Clustering with Frank-Wolfe Algorithms.	Carl Johnell, Morteza Haghir Chehreghani	https://doi.org/10.1145/3511808.3557306	CIKM'22 Full Papers
Contrastive Representation Learning for Conversational Question Answering over Knowledge Graphs.	Endri Kacupaj, Kuldeep Singh, Maria Maleshkova, Jens Lehmann	https://doi.org/10.1145/3511808.3557267	CIKM'22 Full Papers
Sharper Utility Bounds for Differentially Private Models: Smooth and Non-smooth.	Yilin Kang, Yong Liu, Jian Li, Weiping Wang	https://doi.org/10.1145/3511808.3557451	CIKM'22 Full Papers
Residual Correction in Real-Time Traffic Forecasting.	Daejin Kim, Youngin Cho, Dongmin Kim, Cheonbok Park, Jaegul Choo	https://doi.org/10.1145/3511808.3557432	CIKM'22 Full Papers
FedRN: Exploiting k-Reliable Neighbors Towards Robust Federated Learning.	Sangmook Kim, Wonyoung Shin, Soohyuk Jang, Hwanjun Song, Se-Young Yun	https://doi.org/10.1145/3511808.3557322	CIKM'22 Full Papers
SWAG-Net: Semantic Word-Aware Graph Network for Temporal Video Grounding.	Sunoh Kim, Taegil Ha, Kimin Yun, Jin Young Choi	https://doi.org/10.1145/3511808.3557463	CIKM'22 Full Papers
MARIO: Modality-Aware Attention and Modality-Preserving Decoders for Multimedia Recommendation.	Taeri Kim, Yeon-Chang Lee, Kijung Shin, Sang-Wook Kim	https://doi.org/10.1145/3511808.3557387	CIKM'22 Full Papers
Semorph: A Morphology Semantic Enhanced Pre-trained Model for Chinese Spam Text Detection.	Kaiting Lai, Yinong Long, Bowen Wu, Ying Li, Baoxun Wang	https://doi.org/10.1145/3511808.3557448	CIKM'22 Full Papers
Loyalty-based Task Assignment in Spatial Crowdsourcing.	Tinghao Lai, Yan Zhao, Weizhu Qian, Kai Zheng	https://doi.org/10.1145/3511808.3557383	CIKM'22 Full Papers
Legal Charge Prediction via Bilinear Attention Network.	Yuquan Le, Yuming Zhao, Meng Chen, Zhe Quan, Xiaodong He, Kenli Li	https://doi.org/10.1145/3511808.3557379	CIKM'22 Full Papers
Accelerating CNN via Dynamic Pattern-based Pruning Network.	Gwanghan Lee, Saebyeol Shin, Simon S. Woo	https://doi.org/10.1145/3511808.3557225	CIKM'22 Full Papers
Sliding Cross Entropy for Self-Knowledge Distillation.	Hanbeen Lee, Jeongho Kim, Simon S. Woo	https://doi.org/10.1145/3511808.3557453	CIKM'22 Full Papers
Relational Self-Supervised Learning on Graphs.	Namkyeong Lee, Dongmin Hyun, Junseok Lee, Chanyoung Park	https://doi.org/10.1145/3511808.3557428	CIKM'22 Full Papers
Maximum Norm Minimization: A Single-Policy Multi-Objective Reinforcement Learning to Expansion of the Pareto Front.	Seonjae Lee, Myoung-Hoon Lee, Jun Moon	https://doi.org/10.1145/3511808.3557389	CIKM'22 Full Papers
Parallel Skyline Processing Using Space Pruning on GPU.	Chuanwen Li, Yu Gu, Jianzhong Qi, Ge Yu	https://doi.org/10.1145/3511808.3557414	CIKM'22 Full Papers
Automated Spatio-Temporal Synchronous Modeling with Multiple Graphs for Traffic Prediction.	Fuxian Li, Huan Yan, Guangyin Jin, Yue Liu, Yong Li, Depeng Jin	https://doi.org/10.1145/3511808.3557243	CIKM'22 Full Papers
MDGCF: Multi-Dependency Graph Collaborative Filtering with Neighborhood- and Homogeneous-level Dependencies.	Guohui Li, Zhiqiang Guo, Jianjun Li, Chaoyang Wang	https://doi.org/10.1145/3511808.3557390	CIKM'22 Full Papers
CoPatE: A Novel Contrastive Learning Framework for Patent Embeddings.	Huahang Li, Shuangyin Li, Yuncheng Jiang, Gansen Zhao	https://doi.org/10.1145/3511808.3557270	CIKM'22 Full Papers
SK2: Integrating Implicit Sentiment Knowledge and Explicit Syntax Knowledge for Aspect-Based Sentiment Analysis.	Jia Li, Yuyuan Zhao, Zhi Jin, Ge Li, Tao Shen, Zhengwei Tao, Chongyang Tao	https://doi.org/10.1145/3511808.3557452	CIKM'22 Full Papers
SPOT: Knowledge-Enhanced Language Representations for Information Extraction.	Jiacheng Li, Yannis Katsis, Tyler Baldwin, Ho-Cheol Kim, Andrew Bartko, Julian J. McAuley, Chun-Nan Hsu	https://doi.org/10.1145/3511808.3557459	CIKM'22 Full Papers
Multi-agent Transformer Networks for Multimodal Human Activity Recognition.	Jingcheng Li, Lina Yao, Binghao Li, Xianzhi Wang, Claude Sammut	https://doi.org/10.1145/3511808.3557402	CIKM'22 Full Papers
Frequent Itemset Mining with Local Differential Privacy.	Junhui Li, Wensheng Gan, Yijie Gui, Yongdong Wu, Philip S. Yu	https://doi.org/10.1145/3511808.3557327	CIKM'22 Full Papers
AdaDebunk: An Efficient and Reliable Deep State Space Model for Adaptive Fake News Early Detection.	Ke Li, Bin Guo, Siyuan Ren, Zhiwen Yu	https://doi.org/10.1145/3511808.3557227	CIKM'22 Full Papers
Heterogeneous Graph Attention Network for Drug-Target Interaction Prediction.	Mei Li, Xiangrui Cai, Linyu Li, Sihan Xu, Hua Ji	https://doi.org/10.1145/3511808.3557346	CIKM'22 Full Papers
℘-MinHash Algorithm for Continuous Probability Measures: Theory and Application to Machine Learning.	Ping Li, Xiaoyun Li, Gennady Samorodnitsky	https://doi.org/10.1145/3511808.3557413	CIKM'22 Full Papers
GCWSNet: Generalized Consistent Weighted Sampling for Scalable and Accurate Training of Neural Networks.	Ping Li, Weijie Zhao	https://doi.org/10.1145/3511808.3557332	CIKM'22 Full Papers
Gromov-Wasserstein Guided Representation Learning for Cross-Domain Recommendation.	Xinhang Li, Zhaopeng Qiu, Xiangyu Zhao, Zihao Wang, Yong Zhang, Chunxiao Xing, Xian Wu	https://doi.org/10.1145/3511808.3557338	CIKM'22 Full Papers
Spatiotemporal-aware Session-based Recommendation with Graph Neural Networks.	Yinfeng Li, Chen Gao, Xiaoyi Du, Huazhou Wei, Hengliang Luo, Depeng Jin, Yong Li	https://doi.org/10.1145/3511808.3557458	CIKM'22 Full Papers
Dynamic Network Embedding via Temporal Path Adjacency Matrix Factorization.	Zhuoming Li, Darong Lai	https://doi.org/10.1145/3511808.3557302	CIKM'22 Full Papers
TrajFormer: Efficient Trajectory Classification with Transformers.	Yuxuan Liang, Kun Ouyang, Yiwei Wang, Xu Liu, Hongyang Chen, Junbo Zhang, Yu Zheng, Roger Zimmermann	https://doi.org/10.1145/3511808.3557481	CIKM'22 Full Papers
Quantifying and Mitigating Popularity Bias in Conversational Recommender Systems.	Allen Lin, Jianling Wang, Ziwei Zhu, James Caverlee	https://doi.org/10.1145/3511808.3557423	CIKM'22 Full Papers
Cascade Variational Auto-Encoder for Hierarchical Disentanglement.	Fudong Lin, Xu Yuan, Lu Peng, Nian-Feng Tzeng	https://doi.org/10.1145/3511808.3557254	CIKM'22 Full Papers
High-quality Task Division for Large-scale Entity Alignment.	Bing Liu, Wen Hua, Guido Zuccon, Genghong Zhao, Xia Zhang	https://doi.org/10.1145/3511808.3557352	CIKM'22 Full Papers
Predicting Intraoperative Hypoxemia with Hybrid Inference Sequence Autoencoder Networks.	Hanyang Liu, Michael Montana, Dingwen Li, Chase Renfroe, Thomas George Kannampallil, Chenyang Lu	https://doi.org/10.1145/3511808.3557420	CIKM'22 Full Papers
Task Assignment with Federated Preference Learning in Spatial Crowdsourcing.	Jiaxin Liu, Liwei Deng, Hao Miao, Yan Zhao, Kai Zheng	https://doi.org/10.1145/3511808.3557465	CIKM'22 Full Papers
DA-Net: Distributed Attention Network for Temporal Knowledge Graph Reasoning.	Kangzheng Liu, Feng Zhao, Hongxu Chen, Yicong Li, Guandong Xu, Hai Jin	https://doi.org/10.1145/3511808.3557280	CIKM'22 Full Papers
