title	authors	url	session
Cross-Market Product Recommendation.	Hamed R. Bonab, Mohammad Aliannejadi, Ali Vardasbi, Evangelos Kanoulas, James Allan	https://doi.org/10.1145/3459637.3482493	Full Paper Track
ASTERYX: A model-Agnostic SaT-basEd appRoach for sYmbolic and score-based eXplanations.	Ryma Boumazouza, Fahima Cheikh Alili, Bertrand Mazure, Karim Tabia	https://doi.org/10.1145/3459637.3482321	Full Paper Track
Certification and Trade-off of Multiple Fairness Criteria in Graph-based Spam Detection.	Kai Burkholder, Kenny Kwock, Yuesheng Xu, Jiaxin Liu, Chao Chen, Sihong Xie	https://doi.org/10.1145/3459637.3482325	Full Paper Track
ScarceGAN: Discriminative Classification Framework for Rare Class Identification for Longitudinal Data with Weak Prior.	Surajit Chakrabarty, Rukma Talwadker, Tridib Mukherjee	https://doi.org/10.1145/3459637.3482474	Full Paper Track
Geometric Heuristics for Transfer Learning in Decision Trees.	Siddhesh Chaubal, Mateusz Rzepecki, Patrick K. Nicholson, Guangyuan Piao, Alessandra Sala	https://doi.org/10.1145/3459637.3482259	Full Paper Track
LiteGT: Efficient and Lightweight Graph Transformers.	Cong Chen, Chaofan Tao, Ngai Wong	https://doi.org/10.1145/3459637.3482272	Full Paper Track
Incorporating Query Reformulating Behavior into Web Search Evaluation.	Jia Chen, Yiqun Liu, Jiaxin Mao, Fan Zhang, Tetsuya Sakai, Weizhi Ma, Min Zhang, Shaoping Ma	https://doi.org/10.1145/3459637.3482438	Full Paper Track
FedMatch: Federated Learning Over Heterogeneous Question Answering Data.	Jiangui Chen, Ruqing Zhang, Jiafeng Guo, Yixing Fan, Xueqi Cheng	https://doi.org/10.1145/3459637.3482345	Full Paper Track
HetMAML: Task-Heterogeneous Model-Agnostic Meta-Learning for Few-Shot Learning Across Modalities.	Jiayi Chen, Aidong Zhang	https://doi.org/10.1145/3459637.3482262	Full Paper Track
Generative Inverse Deep Reinforcement Learning for Online Recommendation.	Xiaocong Chen, Lina Yao, Aixin Sun, Xianzhi Wang, Xiwei Xu, Liming Zhu	https://doi.org/10.1145/3459637.3482347	Full Paper Track
Robust Road Network Representation Learning: When Traffic Patterns Meet Traveling Semantics.	Yile Chen, Xiucheng Li, Gao Cong, Zhifeng Bao, Cheng Long, Yiding Liu, Arun Kumar Chandran, Richard Ellison	https://doi.org/10.1145/3459637.3482293	Full Paper Track
DCAP: Deep Cross Attentional Product Network for User Response Prediction.	Zekai Chen, Fangtian Zhong, Zhumin Chen, Xiao Zhang, Robert Pless, Xiuzhen Cheng	https://doi.org/10.1145/3459637.3482246	Full Paper Track
Learning Dual Dynamic Representations on Time-Sliced User-Item Interaction Graphs for Sequential Recommendation.	Zeyuan Chen, Wei Zhang, Junchi Yan, Gang Wang, Jianyong Wang	https://doi.org/10.1145/3459637.3482443	Full Paper Track
An Effective Non-Autoregressive Model for Spoken Language Understanding.	Lizhi Cheng, Weijia Jia, Wenmian Yang	https://doi.org/10.1145/3459637.3482229	Full Paper Track
LT-OCF: Learnable-Time ODE-based Collaborative Filtering.	Jeongwhan Choi, Jinsung Jeon, Noseong Park	https://doi.org/10.1145/3459637.3482449	Full Paper Track
Evaluating Relevance Judgments with Pairwise Discriminative Power.	Zhumin Chu, Jiaxin Mao, Fan Zhang, Yiqun Liu, Tetsuya Sakai, Min Zhang, Shaoping Ma	https://doi.org/10.1145/3459637.3482428	Full Paper Track
Query Definability and Its Approximations in Ontology-based Data Management.	Gianluca Cima, Federico Croce, Maurizio Lenzerini	https://doi.org/10.1145/3459637.3482466	Full Paper Track
Answering POI-recommendation Questions using Tourism Reviews.	Danish Contractor, Krunal Shah, Aditi Partap, Parag Singla, Mausam	https://doi.org/10.1145/3459637.3482320	Full Paper Track
Into the Unobservables: A Multi-range Encoder-decoder Framework for COVID-19 Prediction.	Yue Cui, Chen Zhu, Guanyu Ye, Ziwei Wang, Kai Zheng	https://doi.org/10.1145/3459637.3482356	Full Paper Track
Towards Self-Explainable Graph Neural Network.	Enyan Dai, Suhang Wang	https://doi.org/10.1145/3459637.3482306	Full Paper Track
Scaling Up Distance-generalized Core Decomposition.	Qiangqiang Dai, Rong-Hua Li, Lu Qin, Guoren Wang, Weihua Yang, Zhiwei Zhang, Ye Yuan	https://doi.org/10.1145/3459637.3482294	Full Paper Track
FiShNet: Fine-Grained Filter Sharing for Resource-Efficient Multi-Task Learning.	Xin Dai, Xiangnan Kong, Tian Guo, Xinlu He	https://doi.org/10.1145/3459637.3482432	Full Paper Track
Mitigating Negative Influence Diffusion is Hard.	Gianlorenzo D'Angelo, Mohammad Abouei Mehrizi	https://doi.org/10.1145/3459637.3482451	Full Paper Track
Understanding Event Predictions via Contextualized Multilevel Feature Learning.	Songgaojun Deng, Huzefa Rangwala, Yue Ning	https://doi.org/10.1145/3459637.3482309	Full Paper Track
Deep Adversarial Network Alignment.	Tyler Derr, Hamid Karimi, Xiaorui Liu, Jiejun Xu, Jiliang Tang	https://doi.org/10.1145/3459637.3482418	Full Paper Track
Explanations for Data Repair Through Shapley Values.	Daniel Deutch, Nave Frost, Amir Gilad, Oren Sheffer	https://doi.org/10.1145/3459637.3482341	Full Paper Track
A Deep Learning Framework for Self-evolving Hierarchical Community Detection.	Daizong Ding, Mi Zhang, Hanrui Wang, Xudong Pan, Min Yang, Xiangnan He	https://doi.org/10.1145/3459637.3482223	Full Paper Track
Semi-deterministic and Contrastive Variational Graph Autoencoder for Recommendation.	Yue Ding, Yuxiang Shi, Bo Chen, Chenghua Lin, Hongtao Lu, Jie Li, Ruiming Tang, Dong Wang	https://doi.org/10.1145/3459637.3482390	Full Paper Track
AdaGNN: Graph Neural Networks with Adaptive Frequency Response Filter.	Yushun Dong, Kaize Ding, Brian Jalaian, Shuiwang Ji, Jundong Li	https://doi.org/10.1145/3459637.3482226	Full Paper Track
AdaRNN: Adaptive Learning and Forecasting of Time Series.	Yuntao Du, Jindong Wang, Wenjie Feng, Sinno Jialin Pan, Tao Qin, Renjun Xu, Chongjun Wang	https://doi.org/10.1145/3459637.3482315	Full Paper Track
Query-Variant Advertisement Text Generation with Association Knowledge.	Siyu Duan, Wei Li, Jing Cai, Yancheng He, Yunfang Wu	https://doi.org/10.1145/3459637.3482290	Full Paper Track
Fine and Coarse Granular Argument Classification before Clustering.	Lorik Dumani, Tobias Wiesenfeldt, Ralf Schenkel	https://doi.org/10.1145/3459637.3482431	Full Paper Track
Continuous-Time Sequential Recommendation with Temporal Graph Collaborative Transformer.	Ziwei Fan, Zhiwei Liu, Jiawei Zhang, Yun Xiong, Lei Zheng, Philip S. Yu	https://doi.org/10.1145/3459637.3482242	Full Paper Track
Large-scale Secure XGB for Vertical Federated Learning.	Wenjing Fang, Derun Zhao, Jin Tan, Chaochao Chen, Chaofan Yu, Li Wang, Lei Wang, Jun Zhou, Benyu Zhang	https://doi.org/10.1145/3459637.3482361	Full Paper Track
HyperGraph Convolution Based Attributed HyperGraph Clustering.	Barakeel Fanseu Kamhoua, Lin Zhang, Kaili Ma, James Cheng, Bo Li, Bo Han	https://doi.org/10.1145/3459637.3482437	Full Paper Track
CANN: Coupled Approximation Neural Network for Partial Domain Adaptation.	Cheng Feng, Chaoliang Zhong, Jie Wang, Jun Sun, Yasuto Yokota	https://doi.org/10.1145/3459637.3482238	Full Paper Track
Zero Shot on the Cold-Start Problem: Model-Agnostic Interest Learning for Recommender Systems.	Philip J. Feng, Pingjun Pan, Tingting Zhou, Hongxiang Chen, Chuanjiang Luo	https://doi.org/10.1145/3459637.3482312	Full Paper Track
CMML: Contextual Modulation Meta Learning for Cold-Start Recommendation.	Xidong Feng, Chen Chen, Dong Li, Mengchen Zhao, Jianye Hao, Jun Wang	https://doi.org/10.1145/3459637.3482241	Full Paper Track
Popcorn: Human-in-the-loop Popularity Debiasing in Conversational Recommender Systems.	Zuohui Fu, Yikun Xian, Shijie Geng, Gerard de Melo, Yongfeng Zhang	https://doi.org/10.1145/3459637.3482461	Full Paper Track
Fast and Accurate Anchor Graph-based Label Prediction.	Yasuhiro Fujiwara, Yasutoshi Ida, Atsutoshi Kumagai, Sekitoshi Kanai, Naonori Ueda	https://doi.org/10.1145/3459637.3482258	Full Paper Track
Pruning Meta-Trained Networks for On-Device Adaptation.	Dawei Gao, Xiaoxi He, Zimu Zhou, Yongxin Tong, Lothar Thiele	https://doi.org/10.1145/3459637.3482378	Full Paper Track
Learning An End-to-End Structure for Retrieval in Large-Scale Recommendations.	Weihao Gao, Xiangjun Fan, Chong Wang, Jiankai Sun, Kai Jia, Wenzhi Xiao, Ruofan Ding, Xingyan Bin, Hui Yang, Xiaobing Liu	https://doi.org/10.1145/3459637.3482362	Full Paper Track
Evaluating Human-AI Hybrid Conversational Systems with Chatbot Message Suggestions.	Zihan Gao, Jiepu Jiang	https://doi.org/10.1145/3459637.3482340	Full Paper Track
Computing and Maintaining Provenance of Query Result Probabilities in Uncertain Knowledge Graphs.	Garima Gaur, Abhishek Dang, Arnab Bhattacharya, Srikanta Bedathur	https://doi.org/10.1145/3459637.3482330	Full Paper Track
To Be or not to Be, Tail Labels in Extreme Multi-label Learning.	Zhiqi Ge, Ximing Li	https://doi.org/10.1145/3459637.3482303	Full Paper Track
Hierarchical Semantics Matching For Heterogeneous Spatio-temporal Sources.	Daniel Glake, Norbert Ritter, Florian Ocker, Nima Ahmady-Moghaddam, Daniel Osterholz, Ulfia Lenfers, Thomas Clemen	https://doi.org/10.1145/3459637.3482350	Full Paper Track
Zero-shot Relation Classification from Side Information.	Jiaying Gong, Hoda Eldardiry	https://doi.org/10.1145/3459637.3482403	Full Paper Track
Driving the Herd: Search Engines as Content Influencers.	Gregory Goren, Oren Kurland, Moshe Tennenholtz, Fiana Raiber	https://doi.org/10.1145/3459637.3482334	Full Paper Track
Mining Bursty Groups from Interaction Data.	Alexander Gorovits, Lin Zhang, Ekta Gujral, Evangelos E. Papalexakis, Petko Bogdanov	https://doi.org/10.1145/3459637.3482370	Full Paper Track
Pulling Up by the Causal Bootstraps: Causal Data Augmentation for Pre-training Debiasing.	Sindhu C. M. Gowda, Shalmali Joshi, Haoran Zhang, Marzyeh Ghassemi	https://doi.org/10.1145/3459637.3482380	Full Paper Track
VPALG: Paper-publication Prediction with Graph Neural Networks.	Renchu Guan, Yonghao Liu, Xiaoyue Feng, Ximing Li	https://doi.org/10.1145/3459637.3482490	Full Paper Track
NED: Niche Detection in User Content Consumption Data.	Ekta Gujral, Leonardo Neves, Evangelos E. Papalexakis, Neil Shah	https://doi.org/10.1145/3459637.3482455	Full Paper Track
Learning Discriminative and Unbiased Representations for Few-Shot Relation Extraction.	Jiale Han, Bo Cheng, Guoshun Nan	https://doi.org/10.1145/3459637.3482268	Full Paper Track
Multi-view Interaction Learning for Few-Shot Relation Classification.	Yi Han, Linbo Qiao, Jianming Zheng, Zhigang Kan, Linhui Feng, Yifu Gao, Yu Tang, Qi Zhai, Dongsheng Li, Xiangke Liao	https://doi.org/10.1145/3459637.3482280	Full Paper Track
GraphITE: Estimating Individual Effects of Graph-structured Treatments.	Shonosuke Harada, Hisashi Kashima	https://doi.org/10.1145/3459637.3482349	Full Paper Track
Learning Multiple Intent Representations for Search Queries.	Helia Hashemi, Hamed Zamani, W. Bruce Croft	https://doi.org/10.1145/3459637.3482445	Full Paper Track
Estimating Average Treatment Effects via Orthogonal Regularization.	Tobias Hatt, Stefan Feuerriegel	https://doi.org/10.1145/3459637.3482339	Full Paper Track
Click-Through Rate Prediction with Multi-Modal Hypergraphs.	Li He, Hongxu Chen, Dingxian Wang, Shoaib Jameel, Philip S. Yu, Guandong Xu	https://doi.org/10.1145/3459637.3482327	Full Paper Track
Stock Trend Prediction with Multi-granularity Data: A Contrastive Learning Approach with Adaptive Fusion.	Min Hou, Chang Xu, Yang Liu, Weiqing Liu, Jiang Bian, Le Wu, Zhi Li, Enhong Chen, Tie-Yan Liu	https://doi.org/10.1145/3459637.3482483	Full Paper Track
What is Next when Sequential Prediction Meets Implicitly Hard Interaction?	Kaixi Hu, Lin Li, Qing Xie, Jianquan Liu, Xiaohui Tao	https://doi.org/10.1145/3459637.3482492	Full Paper Track
Rectifying Pseudo Labels: Iterative Feature Clustering for Graph Representation Learning.	Zhihui Hu, Guang Kou, Haoyu Zhang, Na Li, Ke Yang, Lin Liu	https://doi.org/10.1145/3459637.3482469	Full Paper Track
Two-tier Graph Contextual Embedding for Cross-device User Matching.	Hongren Huang, Shu Guo, Chen Li, Jiawei Sheng, Lihong Wang, Jianxin Li, Jing Liu, Shenghai Zhong	https://doi.org/10.1145/3459637.3482308	Full Paper Track
Signed Bipartite Graph Neural Networks.	Junjie Huang, Huawei Shen, Qi Cao, Shuchang Tao, Xueqi Cheng	https://doi.org/10.1145/3459637.3482392	Full Paper Track
Spatio-Temporal-Social Multi-Feature-based Fine-Grained Hot Spots Prediction for Content Delivery Services in 5G Era.	Shaoyuan Huang, Heng Zhang, Xiaofei Wang, Min Chen, Jianxin Li, Victor C. M. Leung	https://doi.org/10.1145/3459637.3482298	Full Paper Track
Mixed Attention Transformer for Leveraging Word-Level Knowledge to Neural Cross-Lingual Information Retrieval.	Zhiqi Huang, Hamed R. Bonab, Sheikh Muhammad Sarwar, Razieh Rahimi, James Allan	https://doi.org/10.1145/3459637.3482452	Full Paper Track
A Neural Conversation Generation Model via Equivalent Shared Memory Investigation.	Changzhen Ji, Yating Zhang, Xiaozhong Liu, Adam Jatowt, Changlong Sun, Conghui Zhu, Tiejun Zhao	https://doi.org/10.1145/3459637.3482407	Full Paper Track
Reinforcement Learning to Optimize Lifetime Value in Cold-Start Recommendation.	Luo Ji, Qi Qin, Bingqing Han, Hongxia Yang	https://doi.org/10.1145/3459637.3482292	Full Paper Track
Complex Temporal Question Answering on Knowledge Graphs.	Zhen Jia, Soumajit Pramanik, Rishiraj Saha Roy, Gerhard Weikum	https://doi.org/10.1145/3459637.3482416	Full Paper Track
Contrastive Pre-Training of GNNs on Heterogeneous Graphs.	Xunqiang Jiang, Yuanfu Lu, Yuan Fang, Chuan Shi	https://doi.org/10.1145/3459637.3482332	Full Paper Track
Graph Feature Gating Networks.	Wei Jin, Xiaorui Liu, Yao Ma, Tyler Derr, Charu C. Aggarwal, Jiliang Tang	https://doi.org/10.1145/3459637.3482434	Full Paper Track
Dynamic Early Exit Scheduling for Deep Neural Network Inference through Contextual Bandits.	Weiyu Ju, Wei Bao, Liming Ge, Dong Yuan	https://doi.org/10.1145/3459637.3482335	Full Paper Track
Norma: A Hybrid Feature Alignment for Class-Aware Unsupervised Domain Adaptation.	Mahsa Keramati, Zahra Zohrevand, Uwe Glässer	https://doi.org/10.1145/3459637.3482458	Full Paper Track
Semantic Concept Annotation for Tabular Data.	Udayan Khurana, Sainyam Galhotra	https://doi.org/10.1145/3459637.3482295	Full Paper Track
Query Reformulation for Descriptive Queries of Jargon Words Using a Knowledge Graph based on a Dictionary.	Bosung Kim, Hyewon Choi, Haeun Yu, Youngjoong Ko	https://doi.org/10.1145/3459637.3482382	Full Paper Track
ALADDIN: Asymmetric Centralized Training for Distributed Deep Learning.	Yun-Yong Ko, Kibong Choi, Hyunseung Jei, Dongwon Lee, Sang-Wook Kim	https://doi.org/10.1145/3459637.3482412	Full Paper Track
Fast Extraction of Word Embedding from Q-contexts.	Junsheng Kong, Weizhao Li, Zeyi Liu, Ben Liao, Jiezhong Qiu, Chang-Yu Hsieh, Yi Cai, Shengyu Zhang	https://doi.org/10.1145/3459637.3482343	Full Paper Track
Efficient Multi-Scale Feature Generation Adaptive Network.	Gwanghan Lee, Minha Kim, Minha Kim, Simon S. Woo	https://doi.org/10.1145/3459637.3482337	Full Paper Track
Certifying One-Phase Technology-Assisted Reviews.	David D. Lewis, Eugene Yang, Ophir Frieder	https://doi.org/10.1145/3459637.3482415	Full Paper Track
Detecting the Fake Candidate Instances: Ambiguous Label Learning with Generative Adversarial Networks.	Changchun Li, Ximing Li, Jihong Ouyang, Yiming Wang	https://doi.org/10.1145/3459637.3482251	Full Paper Track
Integrating Static and Time-Series Data in Deep Recurrent Models for Oncology Early Warning Systems.	Dingwen Li, Patrick G. Lyons, Jeff Klaus, Brian F. Gage, Marin Kollef, Chenyang Lu	https://doi.org/10.1145/3459637.3482441	Full Paper Track
Cache-based GNN System for Dynamic Graphs.	Haoyang Li, Lei Chen	https://doi.org/10.1145/3459637.3482237	Full Paper Track
Privacy-Preserving Batch-based Task Assignment in Spatial Crowdsourcing with Untrusted Server.	Maocheng Li, Jiachuan Wang, Libin Zheng, Han Wu, Peng Cheng, Lei Chen, Xuemin Lin	https://doi.org/10.1145/3459637.3482288	Full Paper Track
Block Access Pattern Discovery via Compressed Full Tensor Transformer.	Xing Li, Qiquan Shi, Gang Hu, Lei Chen, Hui Mao, Yiyuan Yang, Mingxuan Yuan, Jia Zeng, Zhuo Cheng	https://doi.org/10.1145/3459637.3482323	Full Paper Track
Lightweight Self-Attentive Sequential Recommendation.	Yang Li, Tong Chen, Peng-Fei Zhang, Hongzhi Yin	https://doi.org/10.1145/3459637.3482448	Full Paper Track
Learning to Cluster via Same-Cluster Queries.	Yi Li, Yan Song, Qin Zhang	https://doi.org/10.1145/3459637.3482365	Full Paper Track
Hyperbolic Hypergraphs for Sequential Recommendation.	Yicong Li, Hongxu Chen, Xiangguo Sun, Zhenchao Sun, Lin Li, Lizhen Cui, Philip S. Yu, Guandong Xu	https://doi.org/10.1145/3459637.3482351	Full Paper Track
Extracting Attentive Social Temporal Excitation for Sequential Recommendation.	Yunzhe Li, Yue Ding, Bo Chen, Xin Xin, Yule Wang, Yuxiang Shi, Ruiming Tang, Dong Wang	https://doi.org/10.1145/3459637.3482257	Full Paper Track
Unsupervised Large-Scale Social Network Alignment via Cross Network Embedding.	Zhehan Liang, Yu Rong, Chenxin Li, Yunlong Zhang, Yue Huang, Tingyang Xu, Xinghao Ding, Junzhou Huang	https://doi.org/10.1145/3459637.3482310	Full Paper Track
Grammatical Error Correction with Dependency Distance.	Haowen Lin, Jinlong Li, Xu Zhang, Huanhuan Chen	https://doi.org/10.1145/3459637.3482348	Full Paper Track
Deep Self-Adaptive Hashing for Image Retrieval.	Qinghong Lin, Xiaojun Chen, Qin Zhang, Shangxuan Tian, Yudong Chen	https://doi.org/10.1145/3459637.3482247	Full Paper Track
Multi-Relational Graph based Heterogeneous Multi-Task Learning in Community Question Answering.	Zizheng Lin, Haowen Ke, Ngo-Yin Wong, Jiaxin Bai, Yangqiu Song, Huan Zhao, Junpeng Ye	https://doi.org/10.1145/3459637.3482279	Full Paper Track
Discovering Urban Functions of High-Definition Zoning with Continuous Human Traces.	Chunyu Liu, Yongjian Yang, Zijun Yao, Yuanbo Xu, Weitong Chen, Lin Yue, Haomeng Wu	https://doi.org/10.1145/3459637.3482253	Full Paper Track
SCMGR: Using Social Context and Multi-Granularity Relations for Unsupervised Social Summarization.	Huanyu Liu, Ruifang He, Liangliang Zhao, Haocheng Wang, Ruifang Wang	https://doi.org/10.1145/3459637.3482476	Full Paper Track
Mining Cross Features for Financial Credit Risk Assessment.	Qiang Liu, Zhaocheng Liu, Haoli Zhang, Yuntian Chen, Jun Zhu	https://doi.org/10.1145/3459637.3482371	Full Paper Track
A Knowledge-Aware Recommender with Attention-Enhanced Dynamic Convolutional Network.	Yi Liu, Bohan Li, Yalei Zang, Aoran Li, Hongzhi Yin	https://doi.org/10.1145/3459637.3482406	Full Paper Track
ECMA: An Efficient Convoy Mining Algorithm for Moving Objects.	Yiyang Liu, Hua Dai, Bohan Li, Jiawei Li, Geng Yang, Jun Wang	https://doi.org/10.1145/3459637.3482255	Full Paper Track
Concept-Aware Denoising Graph Neural Network for Micro-Video Recommendation.	Yiyu Liu, Qian Liu, Yu Tian, Changping Wang, Yanan Niu, Yang Song, Chenliang Li	https://doi.org/10.1145/3459637.3482417	Full Paper Track
Meta Hyperparameter Optimization with Adversarial Proxy Subsets Sampling.	Yue Liu, Xin Wang, Xue Xu, Jianbo Yang, Wenwu Zhu	https://doi.org/10.1145/3459637.3482368	Full Paper Track
POSSCORE: A Simple Yet Effective Evaluation of Conversational Search with Part of Speech Labelling.	Zeyang Liu, Ke Zhou, Jiaxin Mao, Max L. Wilson	https://doi.org/10.1145/3459637.3482463	Full Paper Track
Tracking Semantic Evolutionary Changes in Large-Scale Ontological Knowledge Bases.	Zhao Liu, Chang Lu, Ghadah Alghamdi, Renate A. Schmidt, Yizheng Zhao	https://doi.org/10.1145/3459637.3482307	Full Paper Track
Graph Embedding Based on Euclidean Distance Matrix and its Applications.	Zhihong Liu, Huiyu Li, Ruixin Li, Yong Zeng, Jianfeng Ma	https://doi.org/10.1145/3459637.3482261	Full Paper Track
BNN: Boosting Neural Network Framework Utilizing Limited Amount of Data.	Amit Livne, Roy Dor, Bracha Shapira, Lior Rokach	https://doi.org/10.1145/3459637.3482414	Full Paper Track
Social Recommendation with Self-Supervised Metagraph Informax Network.	Xiaoling Long, Chao Huang, Yong Xu, Huance Xu, Peng Dai, Lianghao Xia, Liefeng Bo	https://doi.org/10.1145/3459637.3482480	Full Paper Track
Detecting Communities from Heterogeneous Graphs: A Context Path-based Graph Neural Network Model.	Linhao Luo, Yixiang Fang, Xin Cao, Xiaofeng Zhang, Wenjie Zhang	https://doi.org/10.1145/3459637.3482250	Full Paper Track
GF-VAE: A Flow-based Variational Autoencoder for Molecule Generation.	Changsheng Ma, Xiangliang Zhang	https://doi.org/10.1145/3459637.3482260	Full Paper Track
LEReg: Empower Graph Neural Networks with Local Energy Regularization.	Xiaojun Ma, Hanyue Chen, Guojie Song	https://doi.org/10.1145/3459637.3482447	Full Paper Track
A Unified View on Graph Neural Networks as Graph Signal Denoising.	Yao Ma, Xiaorui Liu, Tong Zhao, Yozen Liu, Jiliang Tang, Neil Shah	https://doi.org/10.1145/3459637.3482225	Full Paper Track
Pre-training for Ad-hoc Retrieval: Hyperlink is Also You Need.	Zhengyi Ma, Zhicheng Dou, Wei Xu, Xinyu Zhang, Hao Jiang, Zhao Cao, Ji-Rong Wen	https://doi.org/10.1145/3459637.3482286	Full Paper Track
Generating Compositional Color Representations from Text.	Paridhi Maheshwari, Nihal Jain, Praneetha Vaddamanu, Dhananjay Raut, Shraiysh Vaishay, Vishwa Vinay	https://doi.org/10.1145/3459637.3482346	Full Paper Track
Principled Multi-Aspect Evaluation Measures of Rankings.	Maria Maistro, Lucas Chaves Lima, Jakob Grue Simonsen, Christina Lioma	https://doi.org/10.1145/3459637.3482287	Full Paper Track
SimpleX: A Simple and Strong Baseline for Collaborative Filtering.	Kelong Mao, Jieming Zhu, Jinpeng Wang, Quanyu Dai, Zhenhua Dong, Xi Xiao, Xiuqiang He	https://doi.org/10.1145/3459637.3482297	Full Paper Track
UltraGCN: Ultra Simplification of Graph Convolutional Networks for Recommendation.	Kelong Mao, Jieming Zhu, Xi Xiao, Biao Lu, Zhaowei Wang, Xiuqiang He	https://doi.org/10.1145/3459637.3482291	Full Paper Track
Are Negative Samples Necessary in Entity Alignment?: An Approach with High Performance, Scalability and Robustness.	Xin Mao, Wenting Wang, Yuanbin Wu, Man Lan	https://doi.org/10.1145/3459637.3482232	Full Paper Track
A Projected Gradient Method for Opinion Optimization with Limited Changes of Susceptibility to Persuasion.	Naoki Marumo, Atsushi Miyauchi, Akiko Takeda, Akira Tanaka	https://doi.org/10.1145/3459637.3482408	Full Paper Track
L2NAS: Learning to Optimize Neural Architectures via Continuous-Action Reinforcement Learning.	Keith G. Mills, Fred X. Han, Mohammad Salameh, Seyed Saeed Changiz Rezaei, Linglong Kong, Wei Lu, Shuo Lian, Shangling Jui, Di Niu	https://doi.org/10.1145/3459637.3482360	Full Paper Track
POSHAN: Cardinal POS Pattern Guided Attention for News Headline Incongruence.	Rahul Mishra, Shuo Zhang	https://doi.org/10.1145/3459637.3482376	Full Paper Track
50 Ways to Bake a Cookie: Mapping the Landscape of Procedural Texts.	Moran Mizrahi, Dafna Shahaf	https://doi.org/10.1145/3459637.3482405	Full Paper Track
Agenda: Robust Personalized PageRanks in Evolving Graphs.	Dingheng Mo, Siqiang Luo	https://doi.org/10.1145/3459637.3482317	Full Paper Track
Learning Ideological Embeddings from Information Cascades.	Corrado Monti, Giuseppe Manco, Çigdem Aslay, Francesco Bonchi	https://doi.org/10.1145/3459637.3482444	Full Paper Track
Defining an Optimal Configuration Set for Selective Search Strategy - A Risk-Sensitive Approach.	Josiane Mothe, Md Zia Ullah	https://doi.org/10.1145/3459637.3482422	Full Paper Track
Revisiting State Augmentation methods for Reinforcement Learning with Stochastic Delays.	Somjit Nath, Mayank Baranwal, Harshad Khadilkar	https://doi.org/10.1145/3459637.3482386	Full Paper Track
Disentangling Preference Representations for Recommendation Critiquing with ß-VAE.	Preksha Nema, Alexandros Karatzoglou, Filip Radlinski	https://doi.org/10.1145/3459637.3482425	Full Paper Track
